CalendarKey,Date,DayOfMonth,Month,MonthLong,MonthName,MonthNr,YearMonth,MonthStart,MonthEnd,Quarter,QuarterName,QuarterNr,Year,IsoWeek,IsoYear,YearWeek,DayOfWeek,DayNameLong,DayNameShort,CurrentMonth,CurrentWeek,HolidayBE,HolidayDE,HolidayES,HolidayFR,HolidayNL,Weekend
20220226,2022-02-26,26,2022 Feb,2022 February,Feb,2,202202,2022-02-01,2022-02-28,2022 Q1,Q1,1,2022,8,2022,202208,6,Saturday,Sat,2022 Feb,8 - 2022,0,0,0,0,0,Weekend
20220227,2022-02-27,27,2022 Feb,2022 February,Feb,2,202202,2022-02-01,2022-02-28,2022 Q1,Q1,1,2022,8,2022,202208,7,Sunday,Sun,2022 Feb,8 - 2022,0,0,0,0,0,Weekend
20220228,2022-02-28,28,2022 Feb,2022 February,Feb,2,202202,2022-02-01,2022-02-28,2022 Q1,Q1,1,2022,9,2022,202209,1,Monday,Mon,2022 Feb,9 - 2022,0,0,0,0,0,Weekday
20220301,2022-03-01,1,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,9,2022,202209,2,Tuesday,Tue,2022 Mar,9 - 2022,0,0,0,0,0,Weekday
20220302,2022-03-02,2,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,9,2022,202209,3,Wednesday,Wed,2022 Mar,9 - 2022,0,0,0,0,0,Weekday
20220303,2022-03-03,3,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,9,2022,202209,4,Thursday,Thu,2022 Mar,9 - 2022,0,0,0,0,0,Weekday
20220304,2022-03-04,4,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,9,2022,202209,5,Friday,Fri,2022 Mar,9 - 2022,0,0,0,0,0,Weekday
20220305,2022-03-05,5,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,9,2022,202209,6,Saturday,Sat,2022 Mar,9 - 2022,0,0,0,0,0,Weekend
20220306,2022-03-06,6,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,9,2022,202209,7,Sunday,Sun,2022 Mar,9 - 2022,0,0,0,0,0,Weekend
20220307,2022-03-07,7,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,1,Monday,Mon,2022 Mar,10 - 2022,0,0,0,0,0,Weekday
20220308,2022-03-08,8,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,2,Tuesday,Tue,2022 Mar,10 - 2022,0,0,0,0,0,Weekday
20220309,2022-03-09,9,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,3,Wednesday,Wed,2022 Mar,10 - 2022,0,0,0,0,0,Weekday
20220310,2022-03-10,10,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,4,Thursday,Thu,2022 Mar,10 - 2022,0,0,0,0,0,Weekday
20220311,2022-03-11,11,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,5,Friday,Fri,2022 Mar,10 - 2022,0,0,0,0,0,Weekday
20220312,2022-03-12,12,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,6,Saturday,Sat,2022 Mar,10 - 2022,0,0,0,0,0,Weekend
20220313,2022-03-13,13,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,10,2022,202210,7,Sunday,Sun,2022 Mar,10 - 2022,0,0,0,0,0,Weekend
20220314,2022-03-14,14,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,1,Monday,Mon,2022 Mar,11 - 2022,0,0,0,0,0,Weekday
20220315,2022-03-15,15,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,2,Tuesday,Tue,2022 Mar,11 - 2022,0,0,0,0,0,Weekday
20220316,2022-03-16,16,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,3,Wednesday,Wed,2022 Mar,11 - 2022,0,0,0,0,0,Weekday
20220317,2022-03-17,17,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,4,Thursday,Thu,2022 Mar,11 - 2022,0,0,0,0,0,Weekday
20220318,2022-03-18,18,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,5,Friday,Fri,2022 Mar,11 - 2022,0,0,0,0,0,Weekday
20220319,2022-03-19,19,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,6,Saturday,Sat,2022 Mar,11 - 2022,0,0,0,0,0,Weekend
20220320,2022-03-20,20,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,11,2022,202211,7,Sunday,Sun,2022 Mar,11 - 2022,0,0,0,0,0,Weekend
20220321,2022-03-21,21,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,1,Monday,Mon,2022 Mar,12 - 2022,0,0,0,0,0,Weekday
20220322,2022-03-22,22,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,2,Tuesday,Tue,2022 Mar,12 - 2022,0,0,0,0,0,Weekday
20220323,2022-03-23,23,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,3,Wednesday,Wed,2022 Mar,12 - 2022,0,0,0,0,0,Weekday
20220324,2022-03-24,24,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,4,Thursday,Thu,2022 Mar,12 - 2022,0,0,0,0,0,Weekday
20220325,2022-03-25,25,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,5,Friday,Fri,2022 Mar,12 - 2022,0,0,0,0,0,Weekday
20220326,2022-03-26,26,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,6,Saturday,Sat,2022 Mar,12 - 2022,0,0,0,0,0,Weekend
20220327,2022-03-27,27,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,12,2022,202212,7,Sunday,Sun,2022 Mar,12 - 2022,0,0,0,0,0,Weekend
20220328,2022-03-28,28,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,13,2022,202213,1,Monday,Mon,2022 Mar,13 - 2022,0,0,0,0,0,Weekday
20220329,2022-03-29,29,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,13,2022,202213,2,Tuesday,Tue,2022 Mar,13 - 2022,0,0,0,0,0,Weekday
20220330,2022-03-30,30,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,13,2022,202213,3,Wednesday,Wed,2022 Mar,13 - 2022,0,0,0,0,0,Weekday
20220331,2022-03-31,31,2022 Mar,2022 March,Mar,3,202203,2022-03-01,2022-03-31,2022 Q1,Q1,1,2022,13,2022,202213,4,Thursday,Thu,2022 Mar,13 - 2022,0,0,0,0,0,Weekday
20220401,2022-04-01,1,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,13,2022,202213,5,Friday,Fri,2022 Apr,13 - 2022,0,0,0,0,0,Weekday
20220402,2022-04-02,2,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,13,2022,202213,6,Saturday,Sat,2022 Apr,13 - 2022,0,0,0,0,0,Weekend
20220403,2022-04-03,3,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,13,2022,202213,7,Sunday,Sun,2022 Apr,13 - 2022,0,0,0,0,0,Weekend
20220404,2022-04-04,4,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,1,Monday,Mon,2022 Apr,14 - 2022,0,0,0,0,0,Weekday
20220405,2022-04-05,5,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,2,Tuesday,Tue,2022 Apr,14 - 2022,0,0,0,0,0,Weekday
20220406,2022-04-06,6,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,3,Wednesday,Wed,2022 Apr,14 - 2022,0,0,0,0,0,Weekday
20220407,2022-04-07,7,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,4,Thursday,Thu,2022 Apr,14 - 2022,0,0,0,0,0,Weekday
20220408,2022-04-08,8,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,5,Friday,Fri,2022 Apr,14 - 2022,0,0,0,0,0,Weekday
20220409,2022-04-09,9,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,6,Saturday,Sat,2022 Apr,14 - 2022,0,0,0,0,0,Weekend
20220410,2022-04-10,10,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,14,2022,202214,7,Sunday,Sun,2022 Apr,14 - 2022,0,0,0,0,0,Weekend
20220411,2022-04-11,11,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,1,Monday,Mon,2022 Apr,15 - 2022,0,0,0,0,0,Weekday
20220412,2022-04-12,12,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,2,Tuesday,Tue,2022 Apr,15 - 2022,0,0,0,0,0,Weekday
20220413,2022-04-13,13,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,3,Wednesday,Wed,2022 Apr,15 - 2022,0,0,0,0,0,Weekday
20220414,2022-04-14,14,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,4,Thursday,Thu,2022 Apr,15 - 2022,0,0,0,0,0,Weekday
20220415,2022-04-15,15,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,5,Friday,Fri,2022 Apr,15 - 2022,0,1,0,0,1,Weekday
20220416,2022-04-16,16,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,6,Saturday,Sat,2022 Apr,15 - 2022,0,0,0,0,0,Weekend
20220417,2022-04-17,17,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,15,2022,202215,7,Sunday,Sun,2022 Apr,15 - 2022,1,0,0,0,1,Weekend
20220418,2022-04-18,18,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,1,Monday,Mon,2022 Apr,16 - 2022,1,1,0,1,1,Weekday
20220419,2022-04-19,19,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,2,Tuesday,Tue,2022 Apr,16 - 2022,0,0,0,0,0,Weekday
20220420,2022-04-20,20,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,3,Wednesday,Wed,2022 Apr,16 - 2022,0,0,0,0,0,Weekday
20220421,2022-04-21,21,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,4,Thursday,Thu,2022 Apr,16 - 2022,0,0,0,0,0,Weekday
20220422,2022-04-22,22,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,5,Friday,Fri,2022 Apr,16 - 2022,0,0,0,0,0,Weekday
20220423,2022-04-23,23,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,6,Saturday,Sat,2022 Apr,16 - 2022,0,0,0,0,0,Weekend
20220424,2022-04-24,24,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,16,2022,202216,7,Sunday,Sun,2022 Apr,16 - 2022,0,0,0,0,0,Weekend
20220425,2022-04-25,25,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,17,2022,202217,1,Monday,Mon,2022 Apr,17 - 2022,0,0,0,0,0,Weekday
20220426,2022-04-26,26,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,17,2022,202217,2,Tuesday,Tue,2022 Apr,17 - 2022,0,0,0,0,0,Weekday
20220427,2022-04-27,27,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,17,2022,202217,3,Wednesday,Wed,2022 Apr,17 - 2022,0,0,0,0,1,Weekday
20220428,2022-04-28,28,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,17,2022,202217,4,Thursday,Thu,2022 Apr,17 - 2022,0,0,0,0,0,Weekday
20220429,2022-04-29,29,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,17,2022,202217,5,Friday,Fri,2022 Apr,17 - 2022,0,0,0,0,0,Weekday
20220430,2022-04-30,30,2022 Apr,2022 April,Apr,4,202204,2022-04-01,2022-04-30,2022 Q2,Q2,2,2022,17,2022,202217,6,Saturday,Sat,2022 Apr,17 - 2022,0,0,0,0,0,Weekend
20220501,2022-05-01,1,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,17,2022,202217,7,Sunday,Sun,2022 May,17 - 2022,1,1,1,1,0,Weekend
20220502,2022-05-02,2,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,1,Monday,Mon,2022 May,18 - 2022,0,0,0,0,0,Weekday
20220503,2022-05-03,3,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,2,Tuesday,Tue,2022 May,18 - 2022,0,0,0,0,0,Weekday
20220504,2022-05-04,4,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,3,Wednesday,Wed,2022 May,18 - 2022,0,0,0,0,0,Weekday
20220505,2022-05-05,5,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,4,Thursday,Thu,2022 May,18 - 2022,0,0,0,0,0,Weekday
20220506,2022-05-06,6,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,5,Friday,Fri,2022 May,18 - 2022,0,0,0,0,0,Weekday
20220507,2022-05-07,7,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,6,Saturday,Sat,2022 May,18 - 2022,0,0,0,0,0,Weekend
20220508,2022-05-08,8,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,18,2022,202218,7,Sunday,Sun,2022 May,18 - 2022,0,0,0,1,0,Weekend
20220509,2022-05-09,9,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,1,Monday,Mon,2022 May,19 - 2022,0,0,0,0,0,Weekday
20220510,2022-05-10,10,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,2,Tuesday,Tue,2022 May,19 - 2022,0,0,0,0,0,Weekday
20220511,2022-05-11,11,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,3,Wednesday,Wed,2022 May,19 - 2022,0,0,0,0,0,Weekday
20220512,2022-05-12,12,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,4,Thursday,Thu,2022 May,19 - 2022,0,0,0,0,0,Weekday
20220513,2022-05-13,13,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,5,Friday,Fri,2022 May,19 - 2022,0,0,0,0,0,Weekday
20220514,2022-05-14,14,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,6,Saturday,Sat,2022 May,19 - 2022,0,0,0,0,0,Weekend
20220515,2022-05-15,15,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,19,2022,202219,7,Sunday,Sun,2022 May,19 - 2022,0,0,0,0,0,Weekend
20220516,2022-05-16,16,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,1,Monday,Mon,2022 May,20 - 2022,0,0,0,0,0,Weekday
20220517,2022-05-17,17,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,2,Tuesday,Tue,2022 May,20 - 2022,0,0,0,0,0,Weekday
20220518,2022-05-18,18,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,3,Wednesday,Wed,2022 May,20 - 2022,0,0,0,0,0,Weekday
20220519,2022-05-19,19,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,4,Thursday,Thu,2022 May,20 - 2022,0,0,0,0,0,Weekday
20220520,2022-05-20,20,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,5,Friday,Fri,2022 May,20 - 2022,0,0,0,0,0,Weekday
20220521,2022-05-21,21,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,6,Saturday,Sat,2022 May,20 - 2022,0,0,0,0,0,Weekend
20220522,2022-05-22,22,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,20,2022,202220,7,Sunday,Sun,2022 May,20 - 2022,0,0,0,0,0,Weekend
20220523,2022-05-23,23,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,1,Monday,Mon,2022 May,21 - 2022,0,0,0,0,0,Weekday
20220524,2022-05-24,24,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,2,Tuesday,Tue,2022 May,21 - 2022,0,0,0,0,0,Weekday
20220525,2022-05-25,25,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,3,Wednesday,Wed,2022 May,21 - 2022,0,0,0,0,0,Weekday
20220526,2022-05-26,26,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,4,Thursday,Thu,2022 May,21 - 2022,1,1,0,1,1,Weekday
20220527,2022-05-27,27,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,5,Friday,Fri,2022 May,21 - 2022,0,0,0,0,0,Weekday
20220528,2022-05-28,28,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,6,Saturday,Sat,2022 May,21 - 2022,0,0,0,0,0,Weekend
20220529,2022-05-29,29,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,21,2022,202221,7,Sunday,Sun,2022 May,21 - 2022,0,0,0,0,0,Weekend
20220530,2022-05-30,30,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,22,2022,202222,1,Monday,Mon,2022 May,22 - 2022,0,0,0,0,0,Weekday
20220531,2022-05-31,31,2022 May,2022 May,May,5,202205,2022-05-01,2022-05-31,2022 Q2,Q2,2,2022,22,2022,202222,2,Tuesday,Tue,2022 May,22 - 2022,0,0,0,0,0,Weekday
20220601,2022-06-01,1,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,22,2022,202222,3,Wednesday,Wed,2022 Jun,22 - 2022,0,0,0,0,0,Weekday
20220602,2022-06-02,2,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,22,2022,202222,4,Thursday,Thu,2022 Jun,22 - 2022,0,0,0,0,0,Weekday
20220603,2022-06-03,3,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,22,2022,202222,5,Friday,Fri,2022 Jun,22 - 2022,0,0,0,0,0,Weekday
20220604,2022-06-04,4,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,22,2022,202222,6,Saturday,Sat,2022 Jun,22 - 2022,0,0,0,0,0,Weekend
20220605,2022-06-05,5,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,22,2022,202222,7,Sunday,Sun,2022 Jun,22 - 2022,1,0,0,0,1,Weekend
20220606,2022-06-06,6,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,1,Monday,Mon,2022 Jun,23 - 2022,1,1,0,1,1,Weekday
20220607,2022-06-07,7,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,2,Tuesday,Tue,2022 Jun,23 - 2022,0,0,0,0,0,Weekday
20220608,2022-06-08,8,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,3,Wednesday,Wed,2022 Jun,23 - 2022,0,0,0,0,0,Weekday
20220609,2022-06-09,9,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,4,Thursday,Thu,2022 Jun,23 - 2022,0,0,0,0,0,Weekday
20220610,2022-06-10,10,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,5,Friday,Fri,2022 Jun,23 - 2022,0,0,0,0,0,Weekday
20220611,2022-06-11,11,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,6,Saturday,Sat,2022 Jun,23 - 2022,0,0,0,0,0,Weekend
20220612,2022-06-12,12,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,23,2022,202223,7,Sunday,Sun,2022 Jun,23 - 2022,0,0,0,0,0,Weekend
20220613,2022-06-13,13,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,1,Monday,Mon,2022 Jun,24 - 2022,0,0,0,0,0,Weekday
20220614,2022-06-14,14,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,2,Tuesday,Tue,2022 Jun,24 - 2022,0,0,0,0,0,Weekday
20220615,2022-06-15,15,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,3,Wednesday,Wed,2022 Jun,24 - 2022,0,0,0,0,0,Weekday
20220616,2022-06-16,16,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,4,Thursday,Thu,2022 Jun,24 - 2022,0,0,0,0,0,Weekday
20220617,2022-06-17,17,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,5,Friday,Fri,2022 Jun,24 - 2022,0,0,0,0,0,Weekday
20220618,2022-06-18,18,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,6,Saturday,Sat,2022 Jun,24 - 2022,0,0,0,0,0,Weekend
20220619,2022-06-19,19,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,24,2022,202224,7,Sunday,Sun,2022 Jun,24 - 2022,0,0,0,0,0,Weekend
20220620,2022-06-20,20,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,1,Monday,Mon,2022 Jun,25 - 2022,0,0,0,0,0,Weekday
20220621,2022-06-21,21,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,2,Tuesday,Tue,2022 Jun,25 - 2022,0,0,0,0,0,Weekday
20220622,2022-06-22,22,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,3,Wednesday,Wed,2022 Jun,25 - 2022,0,0,0,0,0,Weekday
20220623,2022-06-23,23,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,4,Thursday,Thu,2022 Jun,25 - 2022,0,0,0,0,0,Weekday
20220624,2022-06-24,24,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,5,Friday,Fri,2022 Jun,25 - 2022,0,0,0,0,0,Weekday
20220625,2022-06-25,25,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,6,Saturday,Sat,2022 Jun,25 - 2022,0,0,0,0,0,Weekend
20220626,2022-06-26,26,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,25,2022,202225,7,Sunday,Sun,2022 Jun,25 - 2022,0,0,0,0,0,Weekend
20220627,2022-06-27,27,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,26,2022,202226,1,Monday,Mon,2022 Jun,26 - 2022,0,0,0,0,0,Weekday
20220628,2022-06-28,28,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,26,2022,202226,2,Tuesday,Tue,2022 Jun,26 - 2022,0,0,0,0,0,Weekday
20220629,2022-06-29,29,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,26,2022,202226,3,Wednesday,Wed,2022 Jun,26 - 2022,0,0,0,0,0,Weekday
20220630,2022-06-30,30,2022 Jun,2022 June,Jun,6,202206,2022-06-01,2022-06-30,2022 Q2,Q2,2,2022,26,2022,202226,4,Thursday,Thu,2022 Jun,26 - 2022,0,0,0,0,0,Weekday
